"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Test_Case_5 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (20)";"Total_Marks (100)";"Comments"
22IM10039;10;10;10;10;10;0;0;0;50;Follow the instructions given~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 50 ############
22BT30002;10;10;10;10;10;10;20;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT30016;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10083;10;10;0;0;0;10;20;10;60;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22CS30048;0;0;10;10;10;10;20;10;70;Incorrect output for some test cases.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 10 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22EC30027;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10026;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10005;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22MA10040;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10008;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10068;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22AG30048;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22BT10019;0;0;0;0;0;10;10;0;20;The code didn't compile.~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 20 ############
22CH10024;0;0;0;0;0;0;10;0;10;Code going in infinite loops.~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=15~~~~Exp OUT:~~Output after deleting 15: ~~5 10 20 25~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 2: ~~IN:~~n=5~~LL[n]=5 10 15 20 25 ~~m=30~~~~Exp OUT:~~30 does not exist~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 3: ~~IN:~~n=5~~LL[n]=5 4 3 2 1~~m=5~~~~Exp OUT:~~Output after deleting 5: ~~4 3 2 1~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 4: ~~IN:~~n=5~~LL[n]=2 4 6 8 10~~m=10~~~~Exp OUT:~~Output after deleting 10: ~~2 4 6 ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Test Case 5: ~~IN:~~n=1~~LL[n]=2~~m=2~~~~Exp OUT:~~Output after deleting 2: ~~ ~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~All inputs taken correctly~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 2:~~Linked list created correctly using user input~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 3:~~Logic is correct and gives expected output for all test cases~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
