"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (10)";"Code_4 (20)";"Code_5 (10)";"Total_Marks (100)";"Comments"
22IE10027;5;8;2;10;10;10;10;20;10;85;========= TEST CASES =========~~~~~~Your output:~~Enter number of elements in the first list: ~~Enter number of elements in the second list: ~~first set~~second setL1 is~~(2, 3, )~~L2 is~~(1, )~~L is~~(3, 4, )~~~~FAILED: Test Case 1: ~~IN:~~#### L1 ####~~Enter N: 2~~Enter 2 Numbers: 1 2~~#### L2 ####~~Enter N: 3~~Enter 3 Numbers: 1 2 4~~~~Exp OUT:~~L1 = {1, 2}~~ +~~L2 = {1, 2, 4}~~ =~~L = {2, 3, 5, 4, 6}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter number of elements in the first list: ~~Enter number of elements in the second list: ~~first set~~second setL1 is~~(2, 3, 4, 5, 1, )~~L2 is~~(2, )~~L is~~(4, 5, 6, 7, 3, )~~~~FAILED: Test Case 2: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~~~Exp OUT:~~L1 = {1, 2, 3, 4, 5}~~ +~~L2 = {1, 2, 3, 4, 5}~~ =~~L = {2, 3, 4, 5, 6, 7, 8, 9, 10}~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 3: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~~~Exp OUT:~~L1 = {1}~~ +~~L2 = {1}~~ =~~L = {2}~~~~ ~~  Mark/s obtained: 2 out of 10~~~~~~Your output:~~Enter number of elements in the first list: ~~Enter number of elements in the second list: ~~first set~~second setL1 is~~(1, )~~L2 is~~()~~L is~~()~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 85 ############
22PH10032;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22PH10013;5;8;5;10;10;10;10;20;10;88;========= TEST CASES =========~~~~~~Your output:~~n= enter elements :L1: 1 2 ~~m= enter elements : L2= 1 2 2 4 ~~~~~~FAILED: Test Case 1: ~~IN:~~#### L1 ####~~Enter N: 2~~Enter 2 Numbers: 1 2~~#### L2 ####~~Enter N: 3~~Enter 3 Numbers: 1 2 4~~~~Exp OUT:~~L1 = {1, 2}~~ +~~L2 = {1, 2, 4}~~ =~~L = {2, 3, 5, 4, 6}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~n= enter elements :L1: 1 2 3 4 5 ~~m= enter elements : L2= 1 2 3 4 5 2 3 4 5 ~~~~~~FAILED: Test Case 2: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~~~Exp OUT:~~L1 = {1, 2, 3, 4, 5}~~ +~~L2 = {1, 2, 3, 4, 5}~~ =~~L = {2, 3, 4, 5, 6, 7, 8, 9, 10}~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~n= enter elements :L1: 1 1 1 1 1 ~~m= enter elements : L2= 1 1 1 1 1 1 1 1 1 ~~~~~~FAILED: Test Case 3: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~~~Exp OUT:~~L1 = {1}~~ +~~L2 = {1}~~ =~~L = {2}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~n= enter elements :L1: 0 ~~m= enter elements : L2= 0 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 88 ############
22AE30007;10;10;10;10;10;10;10;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter N: enter 2 numbers: Enter M: enter 3 numbers: 1 2 ~~1 2 4 ~~2 3 5 3 4 6 ~~~~Your output:~~Enter N: enter 5 numbers: Enter M: enter 5 numbers: 1 2 3 4 5 ~~1 2 3 4 5 ~~2 3 4 5 6 3 4 5 6 7 4 5 6 7 8 5 6 7 8 9 6 7 8 9 10 ~~~~Your output:~~Enter N: enter 5 numbers: Enter M: enter 5 numbers: 1 1 1 1 1 ~~1 1 1 1 1 ~~2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ~~~~Your output:~~Enter N: enter 1 numbers: Enter M: enter 1 numbers: 0 ~~0 ~~0 ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10020;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10014;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF3IM17;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10048;10;10;10;10;10;10;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~#### L1 ####~~Enter N: Enter 2 numbers: #### L2 ####~~Enter N: Enter 3 numbers: 2 3 5 3 4 6 ~~~~~~Your output:~~#### L1 ####~~Enter N: Enter 5 numbers: #### L2 ####~~Enter N: Enter 5 numbers: 2 3 4 5 6 3 4 5 6 7 4 5 6 7 8 5 6 7 8 9 6 7 8 9 10 ~~~~~~Your output:~~#### L1 ####~~Enter N: Enter 5 numbers: #### L2 ####~~Enter N: Enter 5 numbers: 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ~~~~~~Your output:~~#### L1 ####~~Enter N: Enter 1 numbers: #### L2 ####~~Enter N: Enter 1 numbers: 0 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA10041;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22BT30022;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10025;5;5;5;5;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~Enter a:Enter b:Enter list 1:Enter list 2:~~~~FAILED: Test Case 1: ~~IN:~~#### L1 ####~~Enter N: 2~~Enter 2 Numbers: 1 2~~#### L2 ####~~Enter N: 3~~Enter 3 Numbers: 1 2 4~~~~Exp OUT:~~L1 = {1, 2}~~ +~~L2 = {1, 2, 4}~~ =~~L = {2, 3, 5, 4, 6}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter a:Enter b:Enter list 1:Enter list 2:~~~~FAILED: Test Case 2: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~~~Exp OUT:~~L1 = {1, 2, 3, 4, 5}~~ +~~L2 = {1, 2, 3, 4, 5}~~ =~~L = {2, 3, 4, 5, 6, 7, 8, 9, 10}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter a:Enter b:Enter list 1:Enter list 2:~~~~FAILED: Test Case 3: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~~~Exp OUT:~~L1 = {1}~~ +~~L2 = {1}~~ =~~L = {2}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter a:Enter b:Enter list 1:Enter list 2:~~~~FAILED: Test Case 4: ~~IN:~~#### L1 ####~~Enter N: 1~~Enter 1 Numbers: 0~~#### L2 ####~~Enter N: 1~~Enter 1 Numbers: 0~~~~Exp OUT:~~L1 = {0}~~ +~~L2 = {0}~~ =~~L = {0}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22CY10048;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10044;10;10;10;10;10;10;10;20;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of elements you want to store in list 1:-~~Enter elements:~~Enter the number of elements you want to store in list 2:-~~Enter elements~~235346~~~~Your output:~~Enter the number of elements you want to store in list 1:-~~Enter elements:~~Enter the number of elements you want to store in list 2:-~~Enter elements~~23456345674567856789678910~~~~Your output:~~Enter the number of elements you want to store in list 1:-~~Enter elements:~~Enter the number of elements you want to store in list 2:-~~Enter elements~~2222222222222222222222222~~~~Your output:~~Enter the number of elements you want to store in list 1:-~~Enter elements:~~Enter the number of elements you want to store in list 2:-~~Enter elements~~0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30023;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10028;0;0;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22AE10014;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10050;0;0;0;0;10;10;10;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EC10039;10;10;10;5;10;10;10;20;10;95;========= TEST CASES =========~~~~~~Your output:~~enter the value of m&nenter 2 values of list:enter 1 values of list:L1=2 3 ~~~~+~~L2=1 ~~~~=~~L=3 4 ~~~~~~Your output:~~enter the value of m&nenter 5 values of list:enter 1 values of list:L1=2 3 4 5 5 ~~~~+~~L2=1 ~~~~=~~L=3 4 5 6 6 ~~~~~~Your output:~~enter the value of m&nenter 5 values of list:enter 1 values of list:L1=1 1 1 1 5 ~~~~+~~L2=1 ~~~~=~~L=2 2 2 2 6 ~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 4: ~~IN:~~#### L1 ####~~Enter N: 1~~Enter 1 Numbers: 0~~#### L2 ####~~Enter N: 1~~Enter 1 Numbers: 0~~~~Exp OUT:~~L1 = {0}~~ +~~L2 = {0}~~ =~~L = {0}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 95 ############
22ME30061;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10029;5;5;5;5;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~IN:~~#### L1 ####~~Enter N: 2~~Enter 2 Numbers: 1 2~~#### L2 ####~~Enter N: 3~~Enter 3 Numbers: 1 2 4~~~~Exp OUT:~~L1 = {1, 2}~~ +~~L2 = {1, 2, 4}~~ =~~L = {2, 3, 5, 4, 6}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~~~Exp OUT:~~L1 = {1, 2, 3, 4, 5}~~ +~~L2 = {1, 2, 3, 4, 5}~~ =~~L = {2, 3, 4, 5, 6, 7, 8, 9, 10}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 3: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~~~Exp OUT:~~L1 = {1}~~ +~~L2 = {1}~~ =~~L = {2}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 4: ~~IN:~~#### L1 ####~~Enter N: 1~~Enter 1 Numbers: 0~~#### L2 ####~~Enter N: 1~~Enter 1 Numbers: 0~~~~Exp OUT:~~L1 = {0}~~ +~~L2 = {0}~~ =~~L = {0}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MA10002;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI10013;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10064;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10010;5;5;10;10;10;10;10;20;10;90;========= TEST CASES =========~~~~~~Your output:~~Enter number of elements in list 1 Enter 2 numbers Enter number of elements in list 2 Enter 3 numbers L1=1 2~~L2=1 2 4~~6 6 6 6 6~~~~FAILED: Test Case 1: ~~IN:~~#### L1 ####~~Enter N: 2~~Enter 2 Numbers: 1 2~~#### L2 ####~~Enter N: 3~~Enter 3 Numbers: 1 2 4~~~~Exp OUT:~~L1 = {1, 2}~~ +~~L2 = {1, 2, 4}~~ =~~L = {2, 3, 5, 4, 6}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter number of elements in list 1 Enter 5 numbers Enter number of elements in list 2 Enter 5 numbers L1=1 2 3 4 5~~L2=1 2 3 4 5~~10 10 10 10 10 10 10 10 10 10~~~~FAILED: Test Case 2: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~~~Exp OUT:~~L1 = {1, 2, 3, 4, 5}~~ +~~L2 = {1, 2, 3, 4, 5}~~ =~~L = {2, 3, 4, 5, 6, 7, 8, 9, 10}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter number of elements in list 1 Enter 5 numbers Enter number of elements in list 2 Enter 5 numbers L1=1~~L2=1~~2 0~~~~Your output:~~Enter number of elements in list 1 Enter 1 numbers Enter number of elements in list 2 Enter 1 numbers L1=0~~L2=0~~0 0~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 90 ############
22CH10004;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI33013;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10019;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10026;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10069;10;10;10;10;10;10;10;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~~~~~ 		--------WELCOME--------~~~~#### List 1 ####~~Enter the number of elements : Enter element 1 : Enter element 2 : L1 = { 1, 2 }~~~~#### List 2 ####~~Enter the number of elements : Enter element 1 : Enter element 2 : Enter element 3 : L2 = { 1, 2, 4 }~~~~#### L = L1 + L2 ####~~L1 = { 1, 2 }~~ +~~L2 = { 1, 2, 4 }~~ =~~L = { 2, 3, 5, 4, 6 }~~~~~~~~Your output:~~~~~~ 		--------WELCOME--------~~~~#### List 1 ####~~Enter the number of elements : Enter element 1 : Enter element 2 : Enter element 3 : Enter element 4 : Enter element 5 : L1 = { 1, 2, 3, 4, 5 }~~~~#### List 2 ####~~Enter the number of elements : Enter element 1 : Enter element 2 : Enter element 3 : Enter element 4 : Enter element 5 : L2 = { 1, 2, 3, 4, 5 }~~~~#### L = L1 + L2 ####~~L1 = { 1, 2, 3, 4, 5 }~~ +~~L2 = { 1, 2, 3, 4, 5 }~~ =~~L = { 2, 3, 4, 5, 6, 7, 8, 9, 10 }~~~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~Your output:~~~~~~ 		--------WELCOME--------~~~~#### List 1 ####~~Enter the number of elements : Enter element 1 : L1 = { 0 }~~~~#### List 2 ####~~Enter the number of elements : Enter element 1 : L2 = { 0 }~~~~#### L = L1 + L2 ####~~L1 = { 0 }~~ +~~L2 = { 0 }~~ =~~L = { 0 }~~~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10051;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10039;10;10;10;10;10;10;10;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~#### L1 ####~~Enter N : Enter 2 numbers : #### L2 ####~~Enter M : L1 = { 1 2 }~~+~~L2 = { 1 2 4 }~~=~~L = { 2 3 5 4 6 }~~~~~~Your output:~~#### L1 ####~~Enter N : Enter 5 numbers : #### L2 ####~~Enter M : L1 = { 1 2 3 4 5 }~~+~~L2 = { 1 2 3 4 5 }~~=~~L = { 2 3 4 5 6 7 8 9 10 }~~~~~~Your output:~~#### L1 ####~~Enter N : Enter 5 numbers : #### L2 ####~~Enter M : L1 = { 1 1 1 1 1 }~~+~~L2 = { 1 1 1 1 1 }~~=~~L = { 2 }~~~~~~Your output:~~#### L1 ####~~Enter N : Enter 1 numbers : #### L2 ####~~Enter M : L1 = { 0 }~~+~~L2 = { 0 }~~=~~L = { 0 }~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22BT30002;5;5;5;5;10;10;10;20;10;80;========= TEST CASES =========~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 1: ~~IN:~~#### L1 ####~~Enter N: 2~~Enter 2 Numbers: 1 2~~#### L2 ####~~Enter N: 3~~Enter 3 Numbers: 1 2 4~~~~Exp OUT:~~L1 = {1, 2}~~ +~~L2 = {1, 2, 4}~~ =~~L = {2, 3, 5, 4, 6}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 2: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 2 3 4 5~~~~Exp OUT:~~L1 = {1, 2, 3, 4, 5}~~ +~~L2 = {1, 2, 3, 4, 5}~~ =~~L = {2, 3, 4, 5, 6, 7, 8, 9, 10}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 3: ~~IN:~~#### L1 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~#### L2 ####~~Enter N: 5~~Enter 5 Numbers: 1 1 1 1 1~~~~Exp OUT:~~L1 = {1}~~ +~~L2 = {1}~~ =~~L = {2}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~[Code goes into an Infinite Loop]~~~~FAILED: Test Case 4: ~~IN:~~#### L1 ####~~Enter N: 1~~Enter 1 Numbers: 0~~#### L2 ####~~Enter N: 1~~Enter 1 Numbers: 0~~~~Exp OUT:~~L1 = {0}~~ +~~L2 = {0}~~ =~~L = {0}~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~created structure~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~taken input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~checked for duplicate~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~tried to perform set addition~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 5:~~printed the resultant set~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 80 ############
22MT30016;0;0;0;0;0;0;0;0;0;0;LT2 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
