"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (10)";"Code_3 (20)";"Code_4 (20)";"Total_Marks (100)";"Comments"
22CH10064;0;0;0;0;10;10;20;0;40;Your code was not submitted properly. Please follow proper format while writing the code. Try to practice programming more. Take help from your friends. You will need to get better in order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 40 ############
22HS10010;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CH10004;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MI33013;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10019;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MF10026;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CS10069;10;10;10;10;10;10;20;20;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter a series of positive number. If you enter negative number the program terminates~~Enter a positive number : Largest number : 1~~Second Largest number : Value not yet entered~~Enter a number : <Program terminates>~~~~~~Your output:~~Enter a series of positive number. If you enter negative number the program terminates~~Enter a positive number : Largest number : 1~~Second Largest number : Value not yet entered~~Enter a number : Largest number : 2~~Second Largest number : 1~~Enter a number : Largest number : 5~~Second Largest number : 2~~Enter a number : Largest number : 5~~Second Largest number : 4~~Enter a number : <Program terminates>~~~~~~Your output:~~Enter a series of positive number. If you enter negative number the program terminates~~Enter a positive number : Largest number : 1~~Second Largest number : Value not yet entered~~Enter a number : Largest number : 2~~Second Largest number : 1~~Enter a number : Largest number : 5~~Second Largest number : 2~~Enter a number : Largest number : 5~~Second Largest number : 4~~Enter a number : Largest number : 8~~Second Largest number : 5~~Enter a number : Largest number : 8~~Second Largest number : 5~~Enter a number : <Program terminates>~~~~~~Your output:~~Enter a series of positive number. If you enter negative number the program terminates~~Enter a positive number : Largest number : 1~~Second Largest number : Value not yet entered~~Enter a number : Largest number : 2~~Second Largest number : 1~~Enter a number : Largest number : 5~~Second Largest number : 2~~Enter a number : Largest number : 5~~Second Largest number : 4~~Enter a number : Largest number : 8~~Second Largest number : 5~~Enter a number : Largest number : 8~~Second Largest number : 5~~Enter a number : Largest number : 8~~Second Largest number : 5~~Enter a number : Largest number : 8~~Second Largest number : 5~~Enter a number : <Program terminates>~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22PH10051;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22IM10039;5;5;5;5;10;0;20;20;70;You are not supposed to ask user for the number of inputs.~~ The user will keep entering numbers and you just have to run an infinite loop.~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number on numbers you want to work on: Enter the 1th number: The largest number is: -1The second largest number : Value not entered yet~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the number on numbers you want to work on: Enter the 1th number: The largest number is: 2The second largest number : Value not entered yet~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the number on numbers you want to work on: Enter the 1th number: The largest number is: 2The second largest number : Value not entered yet~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the number on numbers you want to work on: Enter the 1th number: The largest number is: 2The second largest number : Value not entered yet~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 70 ############
22BT30002;10;10;10;10;10;10;20;20;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~enter a positive number: Largest number : 1~~Second largest number : Value not yet entered~~enter a positive number,again: ~~~~Your output:~~enter a positive number: Largest number : 1~~Second largest number : Value not yet entered~~enter a positive number,again: Largest number : 2~~Second largest number : 1~~enter a positive number,again: Largest number : 5~~Second largest number : 2~~enter a positive number,again: Largest number : 5~~Second largest number : 4~~enter a positive number,again: ~~~~Your output:~~enter a positive number: Largest number : 1~~Second largest number : Value not yet entered~~enter a positive number,again: Largest number : 2~~Second largest number : 1~~enter a positive number,again: Largest number : 5~~Second largest number : 2~~enter a positive number,again: Largest number : 5~~Second largest number : 4~~enter a positive number,again: Largest number : 8~~Second largest number : 5~~enter a positive number,again: Largest number : 8~~Second largest number : 5~~enter a positive number,again: ~~~~Your output:~~enter a positive number: Largest number : 1~~Second largest number : Value not yet entered~~enter a positive number,again: Largest number : 2~~Second largest number : 1~~enter a positive number,again: Largest number : 5~~Second largest number : 2~~enter a positive number,again: Largest number : 5~~Second largest number : 4~~enter a positive number,again: Largest number : 8~~Second largest number : 5~~enter a positive number,again: Largest number : 8~~Second largest number : 5~~enter a positive number,again: Largest number : 8~~Second largest number : 5~~enter a positive number,again: Largest number : 8~~Second largest number : 5~~enter a positive number,again: ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 20 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT30016;0;0;0;0;10;0;0;0;10;Try to practice programming more. Take help from your friends. You will need to get better in order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22ME10083;0;0;0;0;10;0;0;0;10;You have submitted the wrong file for Q3.~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of rows:~~1~~~~~~FAILED: Test Case 1: ~~IN:~~Enter numbers: 1 -1~~~~Exp OUT:~~Largest number: 1~~Second largest number: Value Not yet entered~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number of rows:~~1~~~~~~FAILED: Test Case 2: ~~IN:~~Enter numbers: 1 2 5 4 -1~~~~Exp OUT:~~Largest number: 5~~Second largest number: 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number of rows:~~1~~~~~~FAILED: Test Case 3: ~~IN:~~Enter numbers: 1 2 5 4 8 2 -1~~~~Exp OUT:~~Largest number: 8~~Second largest number: 5~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter the number of rows:~~1~~~~~~FAILED: Test Case 4: ~~IN:~~Enter numbers: 1 2 5 4 8 2 1 1 -10 ~~~~Exp OUT:~~<Program terminates~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 0 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22CS30048;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC30027;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10026;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CE10005;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10040;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22CY10008;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE10068;0;0;0;0;10;10;5;5;30;Try to practice programming more. Take help from your friends. You will need to get better in order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22AG30048;0;0;0;0;10;10;5;5;30;Try to practice programming more. Take help from your friends. You will need to get better in order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22BT10019;0;0;0;0;10;10;5;5;30;Try to practice programming more. Take help from your friends. You will need to get better in order to pass~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Input taken~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Program terminates on negetive input~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 3:~~Checked for Largest~~  Mark/s obtained: 5 out of 20~~~~~~FAILED: Code Case 4:~~Checked for 2nd Largest~~  Mark/s obtained: 5 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 30 ############
22CH10024;0;0;0;0;0;0;0;0;0;LT1 file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
